ImageID,"(T_A, T_B)",optA_img,optB_img,true_img,baseline_img,humanChoice,rejectionChoice
602,"(np.float64(0.2700289996872761), np.float64(0.8602885631245993))",DPO_dataset/Img_A/A_602.png,DPO_dataset/Img_B/B_602.png,DPO_dataset/Img_true/Real_602.png,DPO_dataset/Img_baseline/Baseline_602.png,DPO_dataset/Img_B/B_602.png,DPO_dataset/Img_A/A_602.png
603,"(np.float64(0.2503990963693917), np.float64(0.7968650590116105))",DPO_dataset/Img_A/A_603.png,DPO_dataset/Img_B/B_603.png,DPO_dataset/Img_true/Real_603.png,DPO_dataset/Img_baseline/Baseline_603.png,,
604,"(np.float64(0.3814503553350853), np.float64(1.0))",DPO_dataset/Img_A/A_604.png,DPO_dataset/Img_B/B_604.png,DPO_dataset/Img_true/Real_604.png,DPO_dataset/Img_baseline/Baseline_604.png,,
605,"(np.float64(0.43685877818138297), np.float64(0.9104824083377662))",DPO_dataset/Img_A/A_605.png,DPO_dataset/Img_B/B_605.png,DPO_dataset/Img_true/Real_605.png,DPO_dataset/Img_baseline/Baseline_605.png,DPO_dataset/Img_A/A_605.png,DPO_dataset/Img_B/B_605.png
606,"(np.float64(0.060241005272449154), np.float64(0.9210273357139157))",DPO_dataset/Img_A/A_606.png,DPO_dataset/Img_B/B_606.png,DPO_dataset/Img_true/Real_606.png,DPO_dataset/Img_baseline/Baseline_606.png,,
607,"(np.float64(0.259548356590631), np.float64(0.7394892421115723))",DPO_dataset/Img_A/A_607.png,DPO_dataset/Img_B/B_607.png,DPO_dataset/Img_true/Real_607.png,DPO_dataset/Img_baseline/Baseline_607.png,,
608,"(np.float64(0.22458257940230095), np.float64(0.9067538071309765))",DPO_dataset/Img_A/A_608.png,DPO_dataset/Img_B/B_608.png,DPO_dataset/Img_true/Real_608.png,DPO_dataset/Img_baseline/Baseline_608.png,,
609,"(np.float64(0.2787507006760432), np.float64(0.8130481840625318))",DPO_dataset/Img_A/A_609.png,DPO_dataset/Img_B/B_609.png,DPO_dataset/Img_true/Real_609.png,DPO_dataset/Img_baseline/Baseline_609.png,DPO_dataset/Img_A/A_609.png,DPO_dataset/Img_A/A_609.png
610,"(np.float64(0.4474622466001572), np.float64(0.799425801190657))",DPO_dataset/Img_A/A_610.png,DPO_dataset/Img_B/B_610.png,DPO_dataset/Img_true/Real_610.png,DPO_dataset/Img_baseline/Baseline_610.png,,
611,"(np.float64(0.37518392451364335), np.float64(0.8480025465174684))",DPO_dataset/Img_A/A_611.png,DPO_dataset/Img_B/B_611.png,DPO_dataset/Img_true/Real_611.png,DPO_dataset/Img_baseline/Baseline_611.png,,
612,"(np.float64(0.23625202508835882), np.float64(0.9474526221639571))",DPO_dataset/Img_A/A_612.png,DPO_dataset/Img_B/B_612.png,DPO_dataset/Img_true/Real_612.png,DPO_dataset/Img_baseline/Baseline_612.png,DPO_dataset/Img_A/A_612.png,DPO_dataset/Img_A/A_612.png
613,"(np.float64(0.25332196813396407), np.float64(0.8882314828076493))",DPO_dataset/Img_A/A_613.png,DPO_dataset/Img_B/B_613.png,DPO_dataset/Img_true/Real_613.png,DPO_dataset/Img_baseline/Baseline_613.png,DPO_dataset/Img_B/B_613.png,DPO_dataset/Img_A/A_613.png
614,"(np.float64(0.19356598346250062), np.float64(0.9935483252228576))",DPO_dataset/Img_A/A_614.png,DPO_dataset/Img_B/B_614.png,DPO_dataset/Img_true/Real_614.png,DPO_dataset/Img_baseline/Baseline_614.png,,
615,"(np.float64(0.23922613973521134), np.float64(0.7888187757824602))",DPO_dataset/Img_A/A_615.png,DPO_dataset/Img_B/B_615.png,DPO_dataset/Img_true/Real_615.png,DPO_dataset/Img_baseline/Baseline_615.png,,
616,"(np.float64(0.3060301100290603), np.float64(0.8624265881629594))",DPO_dataset/Img_A/A_616.png,DPO_dataset/Img_B/B_616.png,DPO_dataset/Img_true/Real_616.png,DPO_dataset/Img_baseline/Baseline_616.png,,
617,"(np.float64(0.29309222699783866), np.float64(0.7459898327195653))",DPO_dataset/Img_A/A_617.png,DPO_dataset/Img_B/B_617.png,DPO_dataset/Img_true/Real_617.png,DPO_dataset/Img_baseline/Baseline_617.png,DPO_dataset/Img_B/B_617.png,DPO_dataset/Img_B/B_617.png
618,"(np.float64(0.2728342164298554), np.float64(0.8246128863265294))",DPO_dataset/Img_A/A_618.png,DPO_dataset/Img_B/B_618.png,DPO_dataset/Img_true/Real_618.png,DPO_dataset/Img_baseline/Baseline_618.png,DPO_dataset/Img_B/B_618.png,DPO_dataset/Img_A/A_618.png
619,"(np.float64(0.37772969019032393), np.float64(0.7379097309560004))",DPO_dataset/Img_A/A_619.png,DPO_dataset/Img_B/B_619.png,DPO_dataset/Img_true/Real_619.png,DPO_dataset/Img_baseline/Baseline_619.png,,
620,"(np.float64(0.43590259065345704), np.float64(0.7998103267633372))",DPO_dataset/Img_A/A_620.png,DPO_dataset/Img_B/B_620.png,DPO_dataset/Img_true/Real_620.png,DPO_dataset/Img_baseline/Baseline_620.png,,
621,"(np.float64(0.24416053511850197), np.float64(0.7451199761448986))",DPO_dataset/Img_A/A_621.png,DPO_dataset/Img_B/B_621.png,DPO_dataset/Img_true/Real_621.png,DPO_dataset/Img_baseline/Baseline_621.png,,
622,"(np.float64(0.3302091437359785), np.float64(0.8980768449609741))",DPO_dataset/Img_A/A_622.png,DPO_dataset/Img_B/B_622.png,DPO_dataset/Img_true/Real_622.png,DPO_dataset/Img_baseline/Baseline_622.png,DPO_dataset/Img_B/B_622.png,DPO_dataset/Img_B/B_622.png
623,"(np.float64(0.24601308461859053), np.float64(0.6996300102580326))",DPO_dataset/Img_A/A_623.png,DPO_dataset/Img_B/B_623.png,DPO_dataset/Img_true/Real_623.png,DPO_dataset/Img_baseline/Baseline_623.png,,
624,"(np.float64(0.338212168956296), np.float64(0.7128461130253716))",DPO_dataset/Img_A/A_624.png,DPO_dataset/Img_B/B_624.png,DPO_dataset/Img_true/Real_624.png,DPO_dataset/Img_baseline/Baseline_624.png,DPO_dataset/Img_A/A_624.png,DPO_dataset/Img_B/B_624.png
625,"(np.float64(0.31097224489557523), np.float64(0.7024499120744092))",DPO_dataset/Img_A/A_625.png,DPO_dataset/Img_B/B_625.png,DPO_dataset/Img_true/Real_625.png,DPO_dataset/Img_baseline/Baseline_625.png,DPO_dataset/Img_A/A_625.png,DPO_dataset/Img_B/B_625.png
626,"(np.float64(0.21352331713651462), np.float64(0.6718497809620162))",DPO_dataset/Img_A/A_626.png,DPO_dataset/Img_B/B_626.png,DPO_dataset/Img_true/Real_626.png,DPO_dataset/Img_baseline/Baseline_626.png,,
627,"(np.float64(0.409999069550017), np.float64(0.9829485826224937))",DPO_dataset/Img_A/A_627.png,DPO_dataset/Img_B/B_627.png,DPO_dataset/Img_true/Real_627.png,DPO_dataset/Img_baseline/Baseline_627.png,,
628,"(np.float64(0.14376583684596717), np.float64(0.8769946441493471))",DPO_dataset/Img_A/A_628.png,DPO_dataset/Img_B/B_628.png,DPO_dataset/Img_true/Real_628.png,DPO_dataset/Img_baseline/Baseline_628.png,,
629,"(np.float64(0.3326992872943268), np.float64(0.8617396015204685))",DPO_dataset/Img_A/A_629.png,DPO_dataset/Img_B/B_629.png,DPO_dataset/Img_true/Real_629.png,DPO_dataset/Img_baseline/Baseline_629.png,,
630,"(np.float64(0.13408004985356237), np.float64(0.6147918350848122))",DPO_dataset/Img_A/A_630.png,DPO_dataset/Img_B/B_630.png,DPO_dataset/Img_true/Real_630.png,DPO_dataset/Img_baseline/Baseline_630.png,DPO_dataset/Img_B/B_630.png,DPO_dataset/Img_B/B_630.png
631,"(np.float64(0.2760500540135534), np.float64(0.7769763830281741))",DPO_dataset/Img_A/A_631.png,DPO_dataset/Img_B/B_631.png,DPO_dataset/Img_true/Real_631.png,DPO_dataset/Img_baseline/Baseline_631.png,DPO_dataset/Img_A/A_631.png,DPO_dataset/Img_A/A_631.png
632,"(np.float64(0.3798566177006713), np.float64(0.9209132482039067))",DPO_dataset/Img_A/A_632.png,DPO_dataset/Img_B/B_632.png,DPO_dataset/Img_true/Real_632.png,DPO_dataset/Img_baseline/Baseline_632.png,,
633,"(np.float64(0.32973925569605034), np.float64(0.6950376811603759))",DPO_dataset/Img_A/A_633.png,DPO_dataset/Img_B/B_633.png,DPO_dataset/Img_true/Real_633.png,DPO_dataset/Img_baseline/Baseline_633.png,DPO_dataset/Img_B/B_633.png,DPO_dataset/Img_B/B_633.png
634,"(np.float64(0.5478251577270565), np.float64(0.7717272261308966))",DPO_dataset/Img_A/A_634.png,DPO_dataset/Img_B/B_634.png,DPO_dataset/Img_true/Real_634.png,DPO_dataset/Img_baseline/Baseline_634.png,DPO_dataset/Img_B/B_634.png,DPO_dataset/Img_B/B_634.png
635,"(np.float64(0.24020707458800436), np.float64(0.8717874753699025))",DPO_dataset/Img_A/A_635.png,DPO_dataset/Img_B/B_635.png,DPO_dataset/Img_true/Real_635.png,DPO_dataset/Img_baseline/Baseline_635.png,,
636,"(np.float64(0.20677491954088714), np.float64(0.8676351479021358))",DPO_dataset/Img_A/A_636.png,DPO_dataset/Img_B/B_636.png,DPO_dataset/Img_true/Real_636.png,DPO_dataset/Img_baseline/Baseline_636.png,,
637,"(np.float64(0.1889528747341925), np.float64(0.8252759032047772))",DPO_dataset/Img_A/A_637.png,DPO_dataset/Img_B/B_637.png,DPO_dataset/Img_true/Real_637.png,DPO_dataset/Img_baseline/Baseline_637.png,,
638,"(np.float64(0.2743080630412747), np.float64(0.8732068614309763))",DPO_dataset/Img_A/A_638.png,DPO_dataset/Img_B/B_638.png,DPO_dataset/Img_true/Real_638.png,DPO_dataset/Img_baseline/Baseline_638.png,DPO_dataset/Img_A/A_638.png,DPO_dataset/Img_A/A_638.png
639,"(np.float64(0.3255626938557232), np.float64(0.759190914977772))",DPO_dataset/Img_A/A_639.png,DPO_dataset/Img_B/B_639.png,DPO_dataset/Img_true/Real_639.png,DPO_dataset/Img_baseline/Baseline_639.png,DPO_dataset/Img_B/B_639.png,DPO_dataset/Img_A/A_639.png
640,"(np.float64(0.5128665257215167), np.float64(0.8801646471493556))",DPO_dataset/Img_A/A_640.png,DPO_dataset/Img_B/B_640.png,DPO_dataset/Img_true/Real_640.png,DPO_dataset/Img_baseline/Baseline_640.png,,
641,"(np.float64(0.39804848271321347), np.float64(0.9338312537706945))",DPO_dataset/Img_A/A_641.png,DPO_dataset/Img_B/B_641.png,DPO_dataset/Img_true/Real_641.png,DPO_dataset/Img_baseline/Baseline_641.png,DPO_dataset/Img_B/B_641.png,DPO_dataset/Img_B/B_641.png
642,"(np.float64(0.5035900012695695), np.float64(0.7947920488336738))",DPO_dataset/Img_A/A_642.png,DPO_dataset/Img_B/B_642.png,DPO_dataset/Img_true/Real_642.png,DPO_dataset/Img_baseline/Baseline_642.png,,
643,"(np.float64(0.25917051650861883), np.float64(0.6764218729553426))",DPO_dataset/Img_A/A_643.png,DPO_dataset/Img_B/B_643.png,DPO_dataset/Img_true/Real_643.png,DPO_dataset/Img_baseline/Baseline_643.png,,
644,"(np.float64(0.4261670622754364), np.float64(0.8189818870430388))",DPO_dataset/Img_A/A_644.png,DPO_dataset/Img_B/B_644.png,DPO_dataset/Img_true/Real_644.png,DPO_dataset/Img_baseline/Baseline_644.png,,
645,"(np.float64(0.23943649898954328), np.float64(0.8108143232851096))",DPO_dataset/Img_A/A_645.png,DPO_dataset/Img_B/B_645.png,DPO_dataset/Img_true/Real_645.png,DPO_dataset/Img_baseline/Baseline_645.png,,
646,"(np.float64(0.20388296831382974), np.float64(0.9318005241924733))",DPO_dataset/Img_A/A_646.png,DPO_dataset/Img_B/B_646.png,DPO_dataset/Img_true/Real_646.png,DPO_dataset/Img_baseline/Baseline_646.png,DPO_dataset/Img_B/B_646.png,DPO_dataset/Img_B/B_646.png
647,"(np.float64(0.30242086332234347), np.float64(1.0))",DPO_dataset/Img_A/A_647.png,DPO_dataset/Img_B/B_647.png,DPO_dataset/Img_true/Real_647.png,DPO_dataset/Img_baseline/Baseline_647.png,,
648,"(np.float64(0.2147293374044836), np.float64(0.8185429761275952))",DPO_dataset/Img_A/A_648.png,DPO_dataset/Img_B/B_648.png,DPO_dataset/Img_true/Real_648.png,DPO_dataset/Img_baseline/Baseline_648.png,DPO_dataset/Img_B/B_648.png,DPO_dataset/Img_B/B_648.png
649,"(np.float64(0.3483401358601788), np.float64(0.8150334881746802))",DPO_dataset/Img_A/A_649.png,DPO_dataset/Img_B/B_649.png,DPO_dataset/Img_true/Real_649.png,DPO_dataset/Img_baseline/Baseline_649.png,,
650,"(np.float64(0.16389207398252303), np.float64(0.6798899138755817))",DPO_dataset/Img_A/A_650.png,DPO_dataset/Img_B/B_650.png,DPO_dataset/Img_true/Real_650.png,DPO_dataset/Img_baseline/Baseline_650.png,DPO_dataset/Img_B/B_650.png,DPO_dataset/Img_B/B_650.png
651,"(np.float64(0.2118565829364349), np.float64(0.9258970413965882))",DPO_dataset/Img_A/A_651.png,DPO_dataset/Img_B/B_651.png,DPO_dataset/Img_true/Real_651.png,DPO_dataset/Img_baseline/Baseline_651.png,DPO_dataset/Img_A/A_651.png,DPO_dataset/Img_B/B_651.png
652,"(np.float64(0.2717018456658055), np.float64(0.8838542154637915))",DPO_dataset/Img_A/A_652.png,DPO_dataset/Img_B/B_652.png,DPO_dataset/Img_true/Real_652.png,DPO_dataset/Img_baseline/Baseline_652.png,,
653,"(np.float64(0.27791535744622675), np.float64(0.8425248642768648))",DPO_dataset/Img_A/A_653.png,DPO_dataset/Img_B/B_653.png,DPO_dataset/Img_true/Real_653.png,DPO_dataset/Img_baseline/Baseline_653.png,,
654,"(np.float64(0.17822714406521703), np.float64(0.7674187046192914))",DPO_dataset/Img_A/A_654.png,DPO_dataset/Img_B/B_654.png,DPO_dataset/Img_true/Real_654.png,DPO_dataset/Img_baseline/Baseline_654.png,DPO_dataset/Img_A/A_654.png,DPO_dataset/Img_A/A_654.png
655,"(np.float64(0.3444626776023617), np.float64(0.9238817663302296))",DPO_dataset/Img_A/A_655.png,DPO_dataset/Img_B/B_655.png,DPO_dataset/Img_true/Real_655.png,DPO_dataset/Img_baseline/Baseline_655.png,,
656,"(np.float64(0.40030455069453086), np.float64(0.6592662866177651))",DPO_dataset/Img_A/A_656.png,DPO_dataset/Img_B/B_656.png,DPO_dataset/Img_true/Real_656.png,DPO_dataset/Img_baseline/Baseline_656.png,,
657,"(np.float64(0.35955444031292455), np.float64(0.8891925159093141))",DPO_dataset/Img_A/A_657.png,DPO_dataset/Img_B/B_657.png,DPO_dataset/Img_true/Real_657.png,DPO_dataset/Img_baseline/Baseline_657.png,DPO_dataset/Img_B/B_657.png,DPO_dataset/Img_B/B_657.png
658,"(np.float64(0.23376404837737028), np.float64(0.8173863741853743))",DPO_dataset/Img_A/A_658.png,DPO_dataset/Img_B/B_658.png,DPO_dataset/Img_true/Real_658.png,DPO_dataset/Img_baseline/Baseline_658.png,DPO_dataset/Img_B/B_658.png,DPO_dataset/Img_B/B_658.png
659,"(np.float64(0.2201754636202906), np.float64(0.8354157729839105))",DPO_dataset/Img_A/A_659.png,DPO_dataset/Img_B/B_659.png,DPO_dataset/Img_true/Real_659.png,DPO_dataset/Img_baseline/Baseline_659.png,,
660,"(np.float64(0.3591676843113703), np.float64(0.9033172003841289))",DPO_dataset/Img_A/A_660.png,DPO_dataset/Img_B/B_660.png,DPO_dataset/Img_true/Real_660.png,DPO_dataset/Img_baseline/Baseline_660.png,DPO_dataset/Img_B/B_660.png,DPO_dataset/Img_B/B_660.png
661,"(np.float64(0.3759030616115985), np.float64(0.8152217159503952))",DPO_dataset/Img_A/A_661.png,DPO_dataset/Img_B/B_661.png,DPO_dataset/Img_true/Real_661.png,DPO_dataset/Img_baseline/Baseline_661.png,DPO_dataset/Img_A/A_661.png,DPO_dataset/Img_A/A_661.png
662,"(np.float64(0.3141711203663264), np.float64(0.8554098496025515))",DPO_dataset/Img_A/A_662.png,DPO_dataset/Img_B/B_662.png,DPO_dataset/Img_true/Real_662.png,DPO_dataset/Img_baseline/Baseline_662.png,,
663,"(np.float64(0.25669814702744115), np.float64(0.7736854018732812))",DPO_dataset/Img_A/A_663.png,DPO_dataset/Img_B/B_663.png,DPO_dataset/Img_true/Real_663.png,DPO_dataset/Img_baseline/Baseline_663.png,DPO_dataset/Img_A/A_663.png,DPO_dataset/Img_B/B_663.png
664,"(np.float64(0.22200148944697218), np.float64(0.8368608501213495))",DPO_dataset/Img_A/A_664.png,DPO_dataset/Img_B/B_664.png,DPO_dataset/Img_true/Real_664.png,DPO_dataset/Img_baseline/Baseline_664.png,DPO_dataset/Img_B/B_664.png,DPO_dataset/Img_A/A_664.png
665,"(np.float64(0.3015150002536578), np.float64(0.6758339647642643))",DPO_dataset/Img_A/A_665.png,DPO_dataset/Img_B/B_665.png,DPO_dataset/Img_true/Real_665.png,DPO_dataset/Img_baseline/Baseline_665.png,,
666,"(np.float64(0.23975285262848336), np.float64(0.8565175222432287))",DPO_dataset/Img_A/A_666.png,DPO_dataset/Img_B/B_666.png,DPO_dataset/Img_true/Real_666.png,DPO_dataset/Img_baseline/Baseline_666.png,,
667,"(np.float64(0.2582176358307439), np.float64(0.8934319731942816))",DPO_dataset/Img_A/A_667.png,DPO_dataset/Img_B/B_667.png,DPO_dataset/Img_true/Real_667.png,DPO_dataset/Img_baseline/Baseline_667.png,DPO_dataset/Img_B/B_667.png,DPO_dataset/Img_B/B_667.png
668,"(np.float64(0.027801735667724987), np.float64(0.6971753212691493))",DPO_dataset/Img_A/A_668.png,DPO_dataset/Img_B/B_668.png,DPO_dataset/Img_true/Real_668.png,DPO_dataset/Img_baseline/Baseline_668.png,,
669,"(np.float64(0.24004102223120358), np.float64(0.8550865979068184))",DPO_dataset/Img_A/A_669.png,DPO_dataset/Img_B/B_669.png,DPO_dataset/Img_true/Real_669.png,DPO_dataset/Img_baseline/Baseline_669.png,,
670,"(np.float64(0.37754084047010383), np.float64(1.0))",DPO_dataset/Img_A/A_670.png,DPO_dataset/Img_B/B_670.png,DPO_dataset/Img_true/Real_670.png,DPO_dataset/Img_baseline/Baseline_670.png,,
671,"(np.float64(0.37699780021829515), np.float64(0.8751383085043783))",DPO_dataset/Img_A/A_671.png,DPO_dataset/Img_B/B_671.png,DPO_dataset/Img_true/Real_671.png,DPO_dataset/Img_baseline/Baseline_671.png,,
672,"(np.float64(0.3761170186806046), np.float64(0.9349225434951436))",DPO_dataset/Img_A/A_672.png,DPO_dataset/Img_B/B_672.png,DPO_dataset/Img_true/Real_672.png,DPO_dataset/Img_baseline/Baseline_672.png,DPO_dataset/Img_A/A_672.png,DPO_dataset/Img_A/A_672.png
673,"(np.float64(0.3153836643251921), np.float64(0.8523426299125725))",DPO_dataset/Img_A/A_673.png,DPO_dataset/Img_B/B_673.png,DPO_dataset/Img_true/Real_673.png,DPO_dataset/Img_baseline/Baseline_673.png,,
674,"(np.float64(0.3219104383902867), np.float64(0.8524890185868205))",DPO_dataset/Img_A/A_674.png,DPO_dataset/Img_B/B_674.png,DPO_dataset/Img_true/Real_674.png,DPO_dataset/Img_baseline/Baseline_674.png,,
675,"(np.float64(0.3617990203243638), np.float64(0.9234573887561386))",DPO_dataset/Img_A/A_675.png,DPO_dataset/Img_B/B_675.png,DPO_dataset/Img_true/Real_675.png,DPO_dataset/Img_baseline/Baseline_675.png,,
676,"(np.float64(0.3136534347956271), np.float64(0.9061931315255054))",DPO_dataset/Img_A/A_676.png,DPO_dataset/Img_B/B_676.png,DPO_dataset/Img_true/Real_676.png,DPO_dataset/Img_baseline/Baseline_676.png,,
677,"(np.float64(0.47363277836040446), np.float64(0.8678085799523404))",DPO_dataset/Img_A/A_677.png,DPO_dataset/Img_B/B_677.png,DPO_dataset/Img_true/Real_677.png,DPO_dataset/Img_baseline/Baseline_677.png,,
678,"(np.float64(0.34256226157425296), np.float64(0.8353146370895922))",DPO_dataset/Img_A/A_678.png,DPO_dataset/Img_B/B_678.png,DPO_dataset/Img_true/Real_678.png,DPO_dataset/Img_baseline/Baseline_678.png,DPO_dataset/Img_B/B_678.png,DPO_dataset/Img_A/A_678.png
679,"(np.float64(0.4589802982985766), np.float64(0.9390293820415484))",DPO_dataset/Img_A/A_679.png,DPO_dataset/Img_B/B_679.png,DPO_dataset/Img_true/Real_679.png,DPO_dataset/Img_baseline/Baseline_679.png,,
680,"(np.float64(0.29751785853957685), np.float64(0.6840925203323611))",DPO_dataset/Img_A/A_680.png,DPO_dataset/Img_B/B_680.png,DPO_dataset/Img_true/Real_680.png,DPO_dataset/Img_baseline/Baseline_680.png,,
681,"(np.float64(0.26037095264123356), np.float64(0.876788357542905))",DPO_dataset/Img_A/A_681.png,DPO_dataset/Img_B/B_681.png,DPO_dataset/Img_true/Real_681.png,DPO_dataset/Img_baseline/Baseline_681.png,,
682,"(np.float64(0.35681978883600235), np.float64(0.7676495876797921))",DPO_dataset/Img_A/A_682.png,DPO_dataset/Img_B/B_682.png,DPO_dataset/Img_true/Real_682.png,DPO_dataset/Img_baseline/Baseline_682.png,DPO_dataset/Img_A/A_682.png,None
683,"(np.float64(0.3418770029927754), np.float64(0.8256177386914286))",DPO_dataset/Img_A/A_683.png,DPO_dataset/Img_B/B_683.png,DPO_dataset/Img_true/Real_683.png,DPO_dataset/Img_baseline/Baseline_683.png,,
684,"(np.float64(0.39196922473065665), np.float64(0.8850841102448715))",DPO_dataset/Img_A/A_684.png,DPO_dataset/Img_B/B_684.png,DPO_dataset/Img_true/Real_684.png,DPO_dataset/Img_baseline/Baseline_684.png,,
685,"(np.float64(0.4982693592422929), np.float64(0.7679979040155263))",DPO_dataset/Img_A/A_685.png,DPO_dataset/Img_B/B_685.png,DPO_dataset/Img_true/Real_685.png,DPO_dataset/Img_baseline/Baseline_685.png,,
686,"(np.float64(0.08314444548513233), np.float64(0.8562708773210748))",DPO_dataset/Img_A/A_686.png,DPO_dataset/Img_B/B_686.png,DPO_dataset/Img_true/Real_686.png,DPO_dataset/Img_baseline/Baseline_686.png,,
687,"(np.float64(0.24256957195954243), np.float64(0.6669501940008531))",DPO_dataset/Img_A/A_687.png,DPO_dataset/Img_B/B_687.png,DPO_dataset/Img_true/Real_687.png,DPO_dataset/Img_baseline/Baseline_687.png,DPO_dataset/Img_A/A_687.png,DPO_dataset/Img_A/A_687.png
688,"(np.float64(0.2851068748789997), np.float64(0.609486541773574))",DPO_dataset/Img_A/A_688.png,DPO_dataset/Img_B/B_688.png,DPO_dataset/Img_true/Real_688.png,DPO_dataset/Img_baseline/Baseline_688.png,DPO_dataset/Img_B/B_688.png,DPO_dataset/Img_B/B_688.png
689,"(np.float64(0.19104074193056433), np.float64(1.0))",DPO_dataset/Img_A/A_689.png,DPO_dataset/Img_B/B_689.png,DPO_dataset/Img_true/Real_689.png,DPO_dataset/Img_baseline/Baseline_689.png,DPO_dataset/Img_B/B_689.png,DPO_dataset/Img_B/B_689.png
690,"(np.float64(0.1898879641913845), np.float64(0.6860930736011384))",DPO_dataset/Img_A/A_690.png,DPO_dataset/Img_B/B_690.png,DPO_dataset/Img_true/Real_690.png,DPO_dataset/Img_baseline/Baseline_690.png,DPO_dataset/Img_B/B_690.png,DPO_dataset/Img_B/B_690.png
691,"(np.float64(0.27047591576860125), np.float64(0.6860255829969201))",DPO_dataset/Img_A/A_691.png,DPO_dataset/Img_B/B_691.png,DPO_dataset/Img_true/Real_691.png,DPO_dataset/Img_baseline/Baseline_691.png,DPO_dataset/Img_B/B_691.png,DPO_dataset/Img_B/B_691.png
692,"(np.float64(0.29155157465485865), np.float64(1.0))",DPO_dataset/Img_A/A_692.png,DPO_dataset/Img_B/B_692.png,DPO_dataset/Img_true/Real_692.png,DPO_dataset/Img_baseline/Baseline_692.png,,
693,"(np.float64(0.22132276506032542), np.float64(0.8847254455031056))",DPO_dataset/Img_A/A_693.png,DPO_dataset/Img_B/B_693.png,DPO_dataset/Img_true/Real_693.png,DPO_dataset/Img_baseline/Baseline_693.png,,
694,"(np.float64(0.06972867366182693), np.float64(0.7131589646111417))",DPO_dataset/Img_A/A_694.png,DPO_dataset/Img_B/B_694.png,DPO_dataset/Img_true/Real_694.png,DPO_dataset/Img_baseline/Baseline_694.png,DPO_dataset/Img_A/A_694.png,DPO_dataset/Img_A/A_694.png
695,"(np.float64(0.34916198693491496), np.float64(0.8458104174812014))",DPO_dataset/Img_A/A_695.png,DPO_dataset/Img_B/B_695.png,DPO_dataset/Img_true/Real_695.png,DPO_dataset/Img_baseline/Baseline_695.png,,
696,"(np.float64(0.24927810952300222), np.float64(0.7782797013467052))",DPO_dataset/Img_A/A_696.png,DPO_dataset/Img_B/B_696.png,DPO_dataset/Img_true/Real_696.png,DPO_dataset/Img_baseline/Baseline_696.png,,
697,"(np.float64(0.24746978133957656), np.float64(0.9865759168243492))",DPO_dataset/Img_A/A_697.png,DPO_dataset/Img_B/B_697.png,DPO_dataset/Img_true/Real_697.png,DPO_dataset/Img_baseline/Baseline_697.png,DPO_dataset/Img_B/B_697.png,DPO_dataset/Img_A/A_697.png
698,"(np.float64(0.20185869616244528), np.float64(0.7129664920707169))",DPO_dataset/Img_A/A_698.png,DPO_dataset/Img_B/B_698.png,DPO_dataset/Img_true/Real_698.png,DPO_dataset/Img_baseline/Baseline_698.png,DPO_dataset/Img_A/A_698.png,DPO_dataset/Img_B/B_698.png
699,"(np.float64(0.31292908103373285), np.float64(0.7737231978286337))",DPO_dataset/Img_A/A_699.png,DPO_dataset/Img_B/B_699.png,DPO_dataset/Img_true/Real_699.png,DPO_dataset/Img_baseline/Baseline_699.png,DPO_dataset/Img_A/A_699.png,DPO_dataset/Img_A/A_699.png
700,"(np.float64(0.36921878208505676), np.float64(0.8346375189291303))",DPO_dataset/Img_A/A_700.png,DPO_dataset/Img_B/B_700.png,DPO_dataset/Img_true/Real_700.png,DPO_dataset/Img_baseline/Baseline_700.png,DPO_dataset/Img_A/A_700.png,DPO_dataset/Img_B/B_700.png
701,"(np.float64(0.11202946496137531), np.float64(0.7600968720790401))",DPO_dataset/Img_A/A_701.png,DPO_dataset/Img_B/B_701.png,DPO_dataset/Img_true/Real_701.png,DPO_dataset/Img_baseline/Baseline_701.png,,
702,"(np.float64(0.3990217343462539), np.float64(0.7369404376817592))",DPO_dataset/Img_A/A_702.png,DPO_dataset/Img_B/B_702.png,DPO_dataset/Img_true/Real_702.png,DPO_dataset/Img_baseline/Baseline_702.png,DPO_dataset/Img_B/B_702.png,DPO_dataset/Img_A/A_702.png
703,"(np.float64(0.3309885432788722), np.float64(0.7702739462291126))",DPO_dataset/Img_A/A_703.png,DPO_dataset/Img_B/B_703.png,DPO_dataset/Img_true/Real_703.png,DPO_dataset/Img_baseline/Baseline_703.png,DPO_dataset/Img_B/B_703.png,DPO_dataset/Img_B/B_703.png
704,"(np.float64(0.19221065770373164), np.float64(0.8570390202744053))",DPO_dataset/Img_A/A_704.png,DPO_dataset/Img_B/B_704.png,DPO_dataset/Img_true/Real_704.png,DPO_dataset/Img_baseline/Baseline_704.png,,
705,"(np.float64(0.12817155723794774), np.float64(0.7084752481882317))",DPO_dataset/Img_A/A_705.png,DPO_dataset/Img_B/B_705.png,DPO_dataset/Img_true/Real_705.png,DPO_dataset/Img_baseline/Baseline_705.png,DPO_dataset/Img_A/A_705.png,DPO_dataset/Img_B/B_705.png
706,"(np.float64(0.4387887035277969), np.float64(0.7854788209040593))",DPO_dataset/Img_A/A_706.png,DPO_dataset/Img_B/B_706.png,DPO_dataset/Img_true/Real_706.png,DPO_dataset/Img_baseline/Baseline_706.png,DPO_dataset/Img_B/B_706.png,DPO_dataset/Img_A/A_706.png
